age,monthly_income,website_visits,time_spent_minutes,previous_purchases,is_student,country,device_type,purchased
48,2890.468653982538,10,18.631164824567644,2,0,FR,Tablet,0
37,2663.809500301053,12,14.158522418276073,4,1,NL,Mobile,1
41,7030.710965639195,6,1.0,1,1,TR,Desktop,1
42,2993.683568860479,9,10.161109834289068,5,0,DE,Tablet,1
53,3335.2484082801984,9,12.61618848943659,5,0,TR,Desktop,0
38,5112.184730488923,8,17.63420941068544,6,1,FR,Mobile,0
47,3330.2072918883796,5,19.344092049653597,4,0,FR,Desktop,1
41,2251.4897343224457,6,16.973428536640874,2,1,TR,Tablet,1
61,3613.090444222404,6,16.513743648841903,2,0,FR,Tablet,1
59,7013.100134344155,14,17.070106644832382,4,0,FR,Mobile,1
47,3277.8368646026133,14,18.24144261499911,1,1,DE,Mobile,1
39,2632.349896255225,10,15.057100633815061,6,0,DE,Tablet,1
45,4630.345496273532,8,13.917955519677978,1,0,FR,Mobile,1
24,3541.1282685100437,14,15.921705478833518,7,0,NL,Tablet,1
52,8108.491191509567,4,20.826244668017466,1,0,TR,Mobile,1
45,2819.6545724100993,13,3.243387834349738,3,0,NL,Desktop,1
31,6600.596080315075,8,3.5289945911475975,0,0,DE,Desktop,1
27,5745.084324833568,4,17.800924622050303,6,1,DE,Tablet,1
33,3427.982045317159,7,10.510625726110408,8,0,DE,Tablet,1
33,3994.727058015405,10,15.348997922959235,2,1,NL,Desktop,1
48,2455.180212183232,16,14.842720229343785,2,0,DE,Mobile,1
59,3192.3377055654814,12,25.81356270835603,6,0,NL,Desktop,1
42,3417.331255596498,7,18.377152921147747,4,0,FR,Tablet,1
30,4236.780296515684,12,20.023319054973943,4,1,DE,Tablet,0
23,1880.979811038906,8,13.447330608796989,2,0,NL,Desktop,1
61,4467.227005504438,8,10.972679597669533,2,0,FR,Tablet,1
26,3781.1973680550273,9,10.767899399958218,3,0,TR,Mobile,1
62,4597.161701519249,7,21.129584172362136,1,0,NL,Tablet,0
53,4820.9599633665375,7,17.622406720596164,0,0,NL,Desktop,1
60,3661.096834216323,9,15.380345332038212,1,0,NL,Mobile,1
37,4732.296665336929,17,23.557909215759494,4,0,DE,Mobile,1
35,3869.235757861103,11,14.304028104503537,2,1,NL,Mobile,1
60,5115.2094841420985,7,11.146610006482332,2,0,TR,Mobile,0
38,4474.188724539586,9,13.28867619666241,6,0,NL,Desktop,1
21,4271.562251719062,8,20.37486370849681,8,1,NL,Tablet,1
50,3846.331035798901,4,8.144344815713481,2,0,DE,Desktop,1
44,5943.723869425019,7,14.761599810986873,5,1,TR,Tablet,0
24,4607.777843942534,9,23.048336444832973,3,0,DE,Desktop,1
23,2017.8062905021018,17,17.030968438831287,3,1,TR,Mobile,1
32,3292.0738461041788,10,14.014802167943003,6,1,TR,Desktop,1
35,3657.122787509746,12,24.62990207591423,5,1,TR,Mobile,1
49,3998.3152595412907,14,16.744985301452736,4,0,TR,Tablet,1
28,4265.06102683976,14,6.9441041825933745,8,0,TR,Desktop,0
37,2583.6749285847827,6,14.139109385394939,4,0,TR,Mobile,0
41,3898.003209377612,9,21.078271359394392,0,0,DE,Mobile,1
32,3528.8179791176954,12,15.839367747045484,5,1,TR,Tablet,1
24,5627.1163641309395,10,22.763354692840426,4,0,TR,Mobile,1
38,2507.382536018086,14,9.631424188610433,1,0,TR,Desktop,1
59,3973.9320999877505,12,14.569088409661026,2,0,NL,Mobile,1
43,2971.9223314893097,6,16.780908856113935,2,0,DE,Mobile,1
61,6794.493873279689,5,8.77619357988037,3,1,NL,Tablet,1
31,5884.920403980222,17,14.970366243231886,3,0,DE,Desktop,1
54,1536.4631269141032,9,17.1239118739215,1,0,NL,Desktop,1
38,2805.6794723713933,17,8.678259004985149,4,1,FR,Desktop,1
35,5306.38493810158,11,7.593353484454023,2,1,DE,Tablet,1
22,4685.924572064802,8,20.93887840323642,0,1,NL,Tablet,1
20,4638.897673969471,10,15.579563196730298,1,0,DE,Desktop,1
40,4286.279058639385,11,3.2783527567218744,4,1,TR,Tablet,1
43,5426.799827601871,14,11.6030212729579,4,0,TR,Mobile,1
54,5171.4649065961885,14,15.396182409590427,7,0,NL,Mobile,0
41,3564.1657904207495,6,3.6266478540963654,2,0,NL,Mobile,1
36,2201.1122501096097,7,10.391375182017203,7,1,DE,Tablet,1
42,1464.902108210279,17,13.399314752230856,3,0,TR,Desktop,1
38,3844.541912144349,12,13.400284019364365,3,0,NL,Desktop,1
29,1240.1475036343595,12,9.726243962257138,3,1,FR,Tablet,1
58,4376.495085513114,14,14.295190595371622,2,0,FR,Desktop,1
50,3537.952692823885,11,12.972379786973114,5,0,DE,Desktop,1
21,6915.866554692158,11,14.029549159159416,7,1,TR,Mobile,0
59,4514.69390873846,8,16.54615640421784,4,1,FR,Desktop,1
24,3956.1622306565223,12,5.697752753944425,2,0,FR,Desktop,1
39,1575.7454204045066,14,18.569648803665753,2,0,TR,Tablet,1
50,2106.518372025994,11,17.634732924020973,2,0,TR,Desktop,0
34,5022.031213399404,8,17.42005817659335,3,0,NL,Mobile,1
41,3530.3550085164,4,14.105666867963599,1,0,DE,Mobile,0
51,7803.0636220592505,13,14.000681087663548,0,1,TR,Desktop,1
45,3875.423057747108,8,14.382012526175627,3,0,DE,Mobile,1
60,4253.383420208131,12,15.370857764122826,2,0,DE,Tablet,1
58,2024.6545277831078,11,18.959203858909387,1,1,FR,Desktop,1
56,5421.1473482729725,5,18.77820725375791,2,0,DE,Tablet,1
39,2611.418668876335,7,13.589539102619097,2,1,DE,Desktop,1
34,4786.618122866032,18,17.94468726901046,2,0,DE,Mobile,1
51,5217.6899712559425,4,17.44247372733751,5,0,FR,Tablet,1
23,4142.789888602039,6,18.46356662944534,3,0,TR,Tablet,1
63,6635.456403455955,11,13.074268424009112,4,0,FR,Mobile,0
23,3083.9453925246253,9,21.42063873373705,1,0,TR,Mobile,1
51,6513.310319682322,15,19.04021404282586,3,1,FR,Tablet,1
18,2093.580972100147,20,9.553768935959962,0,0,FR,Mobile,1
27,5198.542737819454,10,10.993512432122486,2,0,TR,Tablet,1
38,3786.3797780628156,13,22.59915064029811,1,0,NL,Mobile,1
22,2937.801113330098,4,5.723079792304464,2,0,NL,Desktop,0
19,1508.0818769019756,11,14.871244058568747,2,0,NL,Tablet,1
39,3608.9962841247816,7,25.49980092618174,3,0,TR,Desktop,1
19,3514.2773797289424,6,20.372400661105516,3,0,FR,Tablet,0
27,4259.359334431688,12,20.128259266553016,2,1,FR,Desktop,1
51,5087.222464466109,6,9.03967086529203,3,1,NL,Mobile,1
33,2787.3007403419824,10,18.97674943499084,4,1,NL,Tablet,1
56,6637.4015217559,8,22.66864798890078,3,1,DE,Mobile,1
39,3192.197931541573,6,13.451210932348117,1,1,NL,Desktop,0
29,4903.2909685411,11,15.015321131369294,3,1,DE,Tablet,1
41,4135.251074894925,9,20.062372056302763,2,0,TR,Tablet,1
64,3701.9354295166268,9,13.921218172995689,0,0,DE,Desktop,1
57,4060.0857733975477,7,7.4243385980131045,3,0,FR,Tablet,1
55,2589.568722744094,11,1.3668622964259427,3,0,DE,Tablet,1
27,3418.650801141353,7,16.577819836973163,1,0,DE,Desktop,1
52,1990.3671200557758,8,12.480575604049289,3,0,DE,Tablet,1
49,3176.0944958195955,8,1.2456390632434537,3,0,NL,Tablet,0
24,3299.9996094730923,15,11.008654754434506,0,0,NL,Mobile,0
38,5267.832044157015,10,13.055101857678908,1,1,FR,Tablet,0
37,3502.1122099794165,4,12.577067670488436,1,1,FR,Desktop,1
43,3327.8775643939416,9,20.65005006776479,1,1,NL,Desktop,1
21,4330.060249981059,12,18.291113262727528,5,0,DE,Mobile,1
63,4271.278913983844,12,14.274217014140415,3,1,TR,Mobile,1
39,3113.4389930275674,6,8.629602716012172,1,0,TR,Tablet,1
32,4591.342588778197,13,18.53080482656087,4,0,NL,Mobile,1
57,3732.029203482918,10,22.348202798764557,5,0,TR,Mobile,0
38,3111.00504901749,15,23.65860219921702,1,0,NL,Mobile,1
32,3256.781753591509,11,13.63429947900801,2,1,DE,Tablet,0
39,5424.026034027915,9,17.960350619095713,0,0,DE,Desktop,1
45,3301.858010110663,9,11.772646096603069,0,0,DE,Desktop,1
31,4391.688004759215,10,10.875146462806072,5,0,NL,Mobile,1
44,2076.399603429305,11,18.61447079549582,5,1,TR,Mobile,1
58,5672.95749758839,9,8.743313839506559,5,0,DE,Desktop,1
57,3125.508588762263,8,12.576855064282462,2,0,NL,Mobile,0
45,4600.434245115831,16,20.740306454043463,3,1,NL,Desktop,1
43,3622.647807995355,10,12.49527524918183,2,0,TR,Mobile,1
19,4583.251236688688,14,9.834587393107245,1,0,DE,Tablet,1
42,4665.160330547039,11,24.968134529744844,2,0,NL,Tablet,1
20,3783.0051096848433,4,17.82151678415196,5,0,NL,Tablet,1
25,1201.053177558596,18,6.803888191409403,2,0,NL,Desktop,1
61,5636.522664112361,9,16.67778984426709,3,1,TR,Tablet,1
50,3790.1460065487468,11,14.396629188969966,3,1,NL,Tablet,1
59,4552.0090107610995,12,19.055811135269305,2,0,DE,Tablet,1
52,5037.578034862403,15,17.512555226290406,0,0,FR,Mobile,1
23,3314.238779285456,9,14.7794320368697,1,0,TR,Mobile,1
56,4775.703184906693,13,16.32245950193867,1,0,TR,Mobile,1
40,2878.5968588136393,9,16.590597685759754,1,0,TR,Mobile,1
42,4581.314284717822,8,17.002721611743155,2,0,DE,Mobile,1
60,4029.5541452168063,12,13.12036257127569,4,1,NL,Mobile,1
36,3366.2572847493147,8,7.798025342534468,0,0,FR,Mobile,1
22,4070.4882554694973,13,13.892432394914003,3,1,NL,Tablet,1
28,2417.209789905772,10,12.717441387456326,2,0,TR,Tablet,1
29,4463.559891510846,8,14.698565288619006,2,1,NL,Mobile,0
27,4619.233118534228,12,20.516012999335025,3,0,TR,Desktop,1
25,4518.460209856172,10,22.276411381121818,2,0,FR,Mobile,1
41,6253.256241311474,9,18.59336303605043,6,0,FR,Tablet,1
45,3857.539428842476,8,19.061907278246665,1,0,DE,Tablet,1
58,3960.815991808143,10,14.53919048628582,0,1,TR,Desktop,1
53,2244.5958983174505,6,13.069415549332499,1,0,DE,Tablet,1
54,6358.704237314358,9,18.679512359441905,4,0,TR,Desktop,1
38,1752.78490729824,16,19.863791460758975,5,0,NL,Tablet,1
25,4342.845410049817,11,19.797083595243972,4,0,TR,Desktop,1
26,3077.8283894371225,7,14.290322420431687,2,0,DE,Tablet,1
64,4093.4749190119587,9,15.416766756904142,3,0,NL,Mobile,1
32,2037.9110918101123,10,24.6895913347919,1,1,NL,Desktop,0
63,5337.495204656318,4,2.867885988220376,2,1,FR,Tablet,0
57,2567.23060255069,7,19.902915846864293,2,0,TR,Mobile,1
35,5749.37966964923,14,13.297756185226165,0,0,TR,Tablet,1
59,2608.584322215565,12,13.29896383651565,2,0,FR,Tablet,1
37,5462.818628656609,8,13.572577956925167,4,0,NL,Mobile,1
23,2753.552685416478,7,5.742861464074116,1,0,FR,Desktop,1
29,3078.0854331022383,9,13.950701496569222,1,0,TR,Mobile,1
19,3997.23086745382,11,21.396796773818853,5,0,TR,Mobile,1
24,2728.1099447743263,8,13.53090181911625,2,1,TR,Tablet,1
33,2683.9363231299385,8,14.219309763530465,4,0,TR,Desktop,1
20,2745.4880455021676,11,10.549019072782606,2,0,TR,Tablet,1
62,4478.283376908911,11,15.108846630046223,6,0,NL,Mobile,1
20,3999.3259019766074,8,2.2049514022170484,1,0,TR,Tablet,1
44,4078.946841840468,8,11.03400684095455,2,1,TR,Tablet,0
60,3513.050718458685,7,16.934880522753122,2,0,DE,Tablet,1
57,4823.049849791004,15,8.366508041296115,3,0,NL,Mobile,1
55,5575.087046680934,1,8.81047503374472,4,1,DE,Mobile,0
50,4863.4255963018395,6,12.665828845880378,4,1,DE,Tablet,1
45,3686.542673126006,12,17.488102129678783,2,0,NL,Desktop,1
18,2168.822374488512,11,20.0562811973983,2,0,TR,Desktop,0
25,1034.378950473883,8,15.005994785754512,3,1,NL,Mobile,1
54,3902.702724440358,8,13.431615615661256,2,0,NL,Mobile,1
49,1010.2128806626715,11,17.026437556412777,2,0,FR,Mobile,1
60,3701.041999996641,6,13.883596739193331,2,1,FR,Desktop,0
54,6103.934798209857,7,18.6742332895931,3,0,DE,Desktop,0
21,2269.794924053187,13,22.42587393433295,4,0,NL,Desktop,0
47,2070.8395779791335,13,14.211392607090088,1,0,NL,Mobile,1
23,4955.401344121334,14,9.303220497434825,4,0,FR,Desktop,0
63,1000.0,12,14.708957451739101,3,0,NL,Mobile,1
36,4572.712210593175,13,25.07282040005763,5,0,NL,Tablet,1
49,6202.7639135912395,13,16.584162702065818,2,0,DE,Tablet,1
26,2691.272635907485,11,10.089637740627936,3,0,TR,Tablet,1
29,2433.640379323175,5,15.179483524023778,2,0,NL,Tablet,0
28,4885.034946399295,10,14.635628500614446,2,0,TR,Desktop,1
63,2243.8843338606675,8,10.84466222567606,5,0,NL,Desktop,1
33,5216.2280856016905,10,21.30669343459811,4,0,FR,Mobile,1
18,2366.0351076267007,9,18.089238593736308,4,0,FR,Desktop,1
62,6652.603503001628,12,20.797920570299645,3,1,DE,Mobile,1
38,4993.458468592344,14,1.0,3,0,NL,Desktop,1
47,4057.065715284699,9,16.400193426758275,5,0,FR,Tablet,1
30,6566.132414638532,10,15.39112912845524,3,0,FR,Desktop,0
51,5547.315561777552,9,10.08498471803934,2,0,TR,Desktop,1
21,4552.925165414967,7,17.188888211255097,4,1,DE,Mobile,1
45,1205.1700993922777,13,10.175565409794824,6,0,FR,Mobile,1
55,2947.7589383959203,9,6.9680377443584,0,0,TR,Tablet,1
48,5628.1143833057595,11,18.63174785547619,2,0,TR,Desktop,1
44,2049.8109351885987,10,14.225112554396217,4,0,FR,Desktop,1
22,2851.4150900459426,19,6.810040002920138,4,0,TR,Desktop,1
42,2466.8533187400835,10,22.183181608944604,2,0,FR,Tablet,1
20,4603.535239481864,12,15.301092084904706,4,0,NL,Tablet,1
50,5445.417716294321,16,10.979635152360803,1,1,TR,Tablet,0
21,5446.898377886856,10,6.839077742768184,2,0,NL,Tablet,1
42,2720.7709058916043,12,9.479708689562187,3,0,NL,Desktop,1
37,4582.9877835530215,9,6.830097641767459,1,1,TR,Tablet,1
51,2650.176074431456,8,23.564640633146595,2,0,DE,Tablet,1
43,3684.17725039295,4,24.99911425626898,2,0,DE,Mobile,1
22,4780.252148419025,4,21.13161353898052,1,0,NL,Mobile,0
52,5592.063004943777,11,6.700172221911117,5,0,NL,Tablet,1
45,1000.0,13,17.704415465357407,5,1,DE,Tablet,1
46,4147.952037112748,8,26.667595976103446,5,0,TR,Mobile,0
26,6110.9399552949135,9,10.986634528484068,5,0,DE,Mobile,1
55,4348.329144513051,17,14.547011453670446,2,0,DE,Desktop,1
23,4123.919909189968,13,23.97725806611298,3,1,FR,Mobile,1
36,3155.489272779447,13,16.741767414730916,5,0,DE,Desktop,1
61,6071.1294516794205,14,18.34023319747383,2,1,FR,Tablet,1
28,3224.8238571830907,6,11.577561669965148,2,0,NL,Desktop,1
19,3849.7759143260078,8,7.685900755113656,3,0,DE,Tablet,1
64,3294.6802322024064,14,17.40841966394867,6,0,FR,Tablet,1
61,4162.293262772446,13,12.524689662513273,1,0,TR,Tablet,0
61,6138.477998572294,11,11.723075587593286,2,1,TR,Mobile,1
26,2640.8402041350055,6,11.019019604616005,4,0,DE,Mobile,1
38,4168.8298963778,10,19.13413133158762,2,0,NL,Desktop,1
41,4586.5967503237125,18,17.393616712772044,3,1,FR,Tablet,0
51,2781.501797545979,9,24.572252917449934,4,0,NL,Desktop,1
39,3911.4762158339204,9,20.784640807859887,1,0,TR,Mobile,1
20,6777.010179236618,8,15.768534471323163,3,0,NL,Mobile,1
29,1347.2660081680724,11,15.521987338627286,5,1,TR,Desktop,1
45,3368.198892763897,13,20.29960374164322,2,1,FR,Tablet,1
47,4375.839260395139,4,15.749185851220346,8,1,NL,Desktop,1
43,3436.0855460016164,8,21.21778437152882,3,1,FR,Mobile,1
38,8329.371205846168,9,15.902035216194456,4,1,DE,Mobile,1
45,4823.036104721939,7,18.347440390639818,6,1,TR,Tablet,1
43,2433.4462557107863,6,22.531740994697564,2,1,TR,Tablet,0
50,1000.0,7,7.2131452869934485,2,1,TR,Tablet,0
38,4510.41379412778,4,22.046667965223527,4,0,TR,Tablet,0
52,2866.5713142886916,9,22.37101751793358,2,0,NL,Mobile,1
51,5933.34775941798,12,13.866457002613181,3,1,TR,Mobile,1
58,3587.7016556344247,6,15.6112393622087,5,1,TR,Tablet,1
64,3147.4725389957043,9,13.49247624684454,1,0,TR,Mobile,1
35,3122.1292642825233,9,12.241545806268793,2,0,NL,Mobile,0
28,5479.763760743917,13,21.402987785297217,3,0,TR,Tablet,1
40,4623.374559750946,8,8.027488899188397,1,0,NL,Desktop,1
39,6633.935085686317,9,15.797811637378084,6,0,DE,Desktop,1
34,3677.339325695217,12,8.619628596929658,4,0,TR,Mobile,1
22,5293.419118079549,21,12.470181201552789,3,1,DE,Tablet,1
61,5319.06412661747,5,9.491636489518225,2,1,FR,Tablet,0
28,5010.72017959534,15,15.554255930256714,5,0,TR,Tablet,1
47,3235.213271430037,5,17.7470687139343,4,0,DE,Tablet,1
32,4710.112045068682,13,20.998068999124428,2,0,TR,Mobile,1
44,3854.1363399039983,9,15.022351494765074,2,0,DE,Desktop,1
52,3814.725593362686,10,24.890006584314992,4,0,NL,Tablet,1
50,2791.2845624721012,5,12.883011584448068,2,0,TR,Desktop,0
37,1000.0,12,18.94538292689092,2,0,TR,Tablet,1
33,5872.564546297277,15,21.99629287661118,1,0,TR,Tablet,1
51,4647.337553928971,7,13.378028102040593,1,0,TR,Desktop,1
19,1985.2026704846105,10,17.99776561824792,7,0,FR,Desktop,1
52,5076.565690821972,11,2.582973589954511,5,0,NL,Mobile,1
57,5902.203239485363,13,20.756128058231965,1,0,DE,Tablet,1
45,5166.5011700742425,7,10.967055862187927,4,0,TR,Desktop,1
64,2662.542731750604,14,22.848991759029328,2,0,DE,Mobile,1
56,2902.012161196304,12,14.88048592710628,1,0,DE,Tablet,1
23,3178.185977728828,6,19.906268845250967,2,0,TR,Mobile,1
26,5291.627209305717,6,12.0820688145998,4,0,NL,Tablet,1
37,4718.4397887520145,8,30.903350645030677,0,0,TR,Desktop,1
18,8185.437432322278,15,16.000609797461653,3,1,FR,Mobile,1
25,1538.672407423176,10,26.797413579672945,8,1,TR,Tablet,1
40,3921.1024951470026,10,15.072430546045029,0,0,FR,Mobile,1
20,1108.367110985202,11,13.382347031815284,2,0,TR,Tablet,1
21,4894.971857101771,10,18.45458671153579,2,1,TR,Tablet,1
42,5600.341927970885,9,21.16879980466423,0,1,FR,Tablet,1
64,6163.1591751522155,7,19.661709719777768,2,0,DE,Tablet,0
55,4282.783139297184,8,17.86287576962691,1,0,NL,Mobile,1
32,1130.0359436084054,13,15.302120306626877,3,0,DE,Tablet,0
38,3924.7771437906276,17,19.360298410989536,4,0,DE,Mobile,1
52,4655.184841036538,8,17.146862822846693,4,0,FR,Desktop,1
63,2492.2806179737795,11,14.354596246516035,4,1,FR,Desktop,1
31,3602.5320047163373,13,14.272183366510195,2,1,FR,Tablet,1
53,2084.42554810593,11,22.275931444695615,2,0,DE,Mobile,1
29,3080.9432059632068,11,8.480008864075854,4,0,FR,Tablet,1
34,5368.699854104969,8,19.451212533540854,1,1,TR,Mobile,1
56,5020.2444201869375,6,18.913495254809273,4,0,NL,Tablet,1
26,1907.1707358453377,9,26.2274905479172,2,1,DE,Tablet,1
52,2942.5222785429014,15,1.0,3,1,FR,Tablet,1
30,4085.637977163611,7,7.328659068449142,4,0,DE,Desktop,1
32,4339.786477821808,9,10.59181010589573,3,1,TR,Mobile,1
35,3005.656365181084,7,11.855588591598988,1,0,NL,Tablet,1
50,4714.686179982389,13,19.762707552003807,1,0,FR,Mobile,1
23,3947.0766692278557,8,8.374905510271633,3,0,FR,Desktop,1
44,1000.0,12,13.576522866552303,8,1,FR,Tablet,0
40,3142.4945090849496,6,11.573219412832819,3,0,TR,Mobile,0
44,3099.6614048341435,12,13.565247776274008,2,0,TR,Tablet,1
51,5017.410550584615,9,21.999386870560826,7,0,DE,Mobile,1
63,5044.088855767071,9,17.877946245188088,1,0,FR,Tablet,0
55,1491.84584360818,8,11.944218095064398,4,0,FR,Desktop,1
31,4657.707635494851,9,8.095926903412973,1,0,FR,Desktop,1
53,3889.054231898962,10,17.69093910545368,6,0,DE,Desktop,1
25,4189.636612187105,7,11.737217222392715,3,0,FR,Tablet,0
52,3079.2594719594044,13,13.66255867764632,7,0,TR,Desktop,1
36,3907.255115848479,6,13.775399958196202,7,1,NL,Desktop,0
47,5725.490233867509,10,20.557285353751848,2,0,NL,Mobile,1
31,4168.278638637137,9,13.261048264039097,3,0,FR,Mobile,1
37,3936.3599415731596,10,12.950141701955165,1,0,TR,Desktop,1
42,3281.1949387056757,8,10.439401578595103,2,0,TR,Desktop,1
57,5578.383900615945,10,11.20980991128519,5,0,DE,Tablet,1
41,2078.8182749991847,10,19.584050567105802,0,1,NL,Desktop,0
31,2797.045597325623,8,15.037407598113404,3,0,FR,Desktop,1
43,1992.6829273219187,11,14.024867592128935,4,0,FR,Mobile,1
55,4301.027762575248,10,8.379136004579877,3,0,NL,Mobile,1
40,5769.621409623166,5,9.829503697452488,3,1,NL,Desktop,1
39,3506.806873645827,15,17.680522399397574,0,0,NL,Desktop,1
36,2395.8916978377088,9,13.916947388145996,1,0,NL,Tablet,1
63,6454.669725557456,9,13.912640102328849,5,0,FR,Desktop,1
20,4676.924599972599,6,16.783439929493404,1,0,TR,Mobile,0
59,4416.286215451418,15,18.224594910571078,1,0,NL,Desktop,1
36,3714.7140367404972,10,18.470021777092427,3,1,TR,Tablet,1
26,5003.521257786222,11,13.589521596569426,2,0,TR,Mobile,1
45,4392.783346418006,11,14.408807168492224,2,0,FR,Tablet,0
37,3278.0973574309287,8,17.635829753905202,4,1,TR,Desktop,0
62,3529.296059780709,9,3.8201039150886302,3,1,NL,Tablet,1
24,2470.169798480449,14,15.823044748591416,5,0,TR,Mobile,0
31,2283.152218708754,16,18.560012872717394,3,0,NL,Tablet,1
26,3555.0217073547506,5,11.536176680585866,2,0,DE,Desktop,1
36,5731.32233843721,8,8.621509607375058,1,0,NL,Desktop,1
64,2448.7551817579874,8,22.142946344099744,5,0,FR,Desktop,1
31,5254.5550438861155,7,11.048008821603025,5,0,TR,Tablet,1
55,2801.597719514801,14,14.790525094424424,5,1,TR,Desktop,1
53,1320.0953909534514,8,16.555115584582307,4,1,DE,Desktop,1
57,4819.899637883614,9,10.451379658752705,3,1,DE,Mobile,1
34,6443.152131362173,10,7.124030937343403,0,0,NL,Mobile,1
47,2716.3973795979578,2,16.40609492847973,1,1,NL,Mobile,1
26,1645.1936366497598,12,8.041952880928715,2,0,NL,Tablet,1
50,4682.372126620034,17,18.37267692086733,5,0,FR,Desktop,1
42,2615.238706792007,12,14.252501357139522,0,0,DE,Desktop,1
31,4804.9698677063925,11,25.73735741763422,2,0,NL,Desktop,1
28,5727.219391305763,16,15.714420557331273,1,0,DE,Mobile,0
52,4495.926243404403,12,11.427498608480995,2,1,DE,Mobile,0
58,5214.652462518206,14,18.94873107591491,2,1,TR,Mobile,0
31,5224.918230452051,15,20.37668517953,2,0,DE,Tablet,1
47,5484.920068267945,7,8.275555818885447,3,1,DE,Mobile,1
58,4067.8161513362215,8,17.159964923990945,3,0,DE,Desktop,1
21,5168.614641090481,18,16.72328910597678,0,0,FR,Mobile,1
21,4246.602619234467,14,19.838858324258503,4,0,NL,Tablet,1
45,4586.980257902838,8,9.873851050790318,2,1,DE,Tablet,1
25,8577.566979877938,11,18.604644297557172,2,0,FR,Mobile,0
19,4362.4007853785,15,17.063835546352628,4,0,DE,Desktop,1
58,1753.3601007949505,7,13.792187765435784,2,0,DE,Mobile,1
63,3703.8712337235384,7,28.363362218799466,1,1,TR,Mobile,1
39,3534.2113665365896,17,9.061610231557768,3,0,NL,Tablet,0
58,3602.809597368079,10,13.787697884566928,1,0,FR,Tablet,1
33,5430.163639379449,14,10.52416161940968,5,1,NL,Mobile,1
46,5695.887096496044,5,16.691845547893035,4,0,DE,Mobile,0
47,3841.547135953904,10,23.532047474505625,2,1,NL,Mobile,1
29,1912.1884772216172,12,22.162398258984886,2,0,NL,Desktop,1
52,4148.643362774661,7,1.8604961224856886,3,0,FR,Tablet,0
28,3184.9168868564993,9,22.896095724117558,1,1,TR,Desktop,1
63,4315.607070956979,11,12.500682206523473,5,0,TR,Tablet,1
38,3818.557161715133,14,11.503892200843646,1,0,NL,Tablet,1
38,5824.53642760163,15,15.74688713661319,5,1,TR,Mobile,1
22,4412.212069695846,5,13.571627803080625,3,0,FR,Tablet,1
37,3189.7125336677573,12,13.312930161113128,3,0,NL,Tablet,1
54,1921.7016289242292,14,11.32863133753228,8,0,DE,Mobile,0
20,3927.9787541524147,10,16.60475194452453,0,1,NL,Tablet,1
61,3933.3439690806704,8,21.08909522894275,4,1,TR,Mobile,1
50,3606.3088769445017,9,15.729254088080571,1,0,TR,Tablet,0
26,5162.985627105349,15,14.503785100426102,1,0,TR,Mobile,1
26,1925.8322634436336,16,18.094190472168336,2,1,DE,Tablet,0
21,2856.1839046906307,9,21.338396331206507,3,1,FR,Mobile,1
52,4079.376399229202,15,15.639131164409601,1,0,NL,Mobile,1
34,3160.7376715675387,11,14.199932130968644,2,1,DE,Mobile,1
51,3464.9361427353797,10,18.165312435825093,1,1,NL,Tablet,0
41,3909.6229482037397,8,11.56617767168609,5,0,TR,Mobile,1
49,5028.947400120441,15,4.735318885591408,2,0,TR,Tablet,1
18,3849.139519675408,14,18.057617391978418,2,0,NL,Desktop,1
25,1045.4733154722758,20,12.907017860685569,3,1,NL,Mobile,1
62,3095.80448647343,11,12.355912056195342,3,0,FR,Mobile,0
40,4743.676412950119,13,5.489203337023637,5,0,NL,Desktop,1
64,5144.010458149833,9,11.262508666558816,2,0,NL,Mobile,1
57,5226.7868172641565,8,13.234261608135206,3,0,TR,Tablet,1
29,5651.766504943094,9,22.201830073677545,2,1,NL,Mobile,1
29,4177.655915634983,5,23.7667123359801,2,0,NL,Mobile,1
63,4394.74747130447,14,14.093430906094417,5,0,FR,Mobile,1
64,2479.137180610627,11,17.740972302472727,2,0,FR,Tablet,1
32,1000.0,6,9.262459222003805,1,0,TR,Mobile,1
58,1873.6261246331524,10,15.624157574521288,4,0,FR,Tablet,1
36,2947.243672464342,17,12.946360950145941,1,1,TR,Desktop,1
43,1960.443173003784,11,7.107600758037736,5,0,TR,Mobile,1
46,3560.6095899097854,12,20.658187918504485,1,0,TR,Mobile,1
39,3306.867609038116,12,15.994848368507194,2,0,NL,Mobile,1
57,5406.740520853086,13,18.466137767420395,3,0,DE,Tablet,0
38,2546.295268318198,12,13.046008369197883,5,0,TR,Desktop,1
55,4210.872875775931,14,3.4456525631257495,2,0,NL,Desktop,1
37,3370.3484598747395,9,7.867920523467495,2,0,FR,Mobile,1
46,2490.1321505096976,11,19.56688812399058,4,0,FR,Mobile,1
21,2908.432819047856,5,13.775016889182666,3,1,DE,Desktop,1
24,1000.0,12,18.048047922471273,2,1,FR,Mobile,0
45,5122.520240340451,12,12.876363407951768,3,0,NL,Desktop,1
45,6103.391880622037,13,15.466223369315326,3,0,FR,Desktop,1
21,3598.800824438324,10,15.002818202412879,4,0,DE,Tablet,1
39,4043.5931310914666,10,10.386311863665002,6,0,TR,Mobile,1
29,3556.2132393912116,9,16.30223911282249,2,0,FR,Mobile,1
62,2769.8630777049043,11,22.716307348298376,2,0,NL,Mobile,1
20,5057.354290316314,11,12.538573634313433,1,0,TR,Tablet,1
