,age,monthly_income,website_visits,time_spent,previous_purchases,is_student,country,device_type,purchased,annual_income,high_engagement,frequent_visitor,income_per_age,returning_customer,total_engagement
1319,63,2741.9949461730857,16,15.133208256146691,1,0,DE,TABLET,0,32903.939354077025,True,True,43.523729304334694,True,31.13320825614669
1320,40,5558.664651274677,9,19.838177051233945,2,1,DE,DESKTOP,0,66703.97581529613,True,False,138.96661628186695,True,28.838177051233945
1321,49,4795.13967863144,9,21.836389022128174,0,0,TR,TABLET,1,57541.67614357728,True,False,97.85999344145796,False,30.836389022128174
1322,34,1442.9460592692822,10,15.753551163547217,1,0,DE,MOBILE,1,17315.352711231386,True,False,42.4395899785083,True,25.753551163547215
1323,34,5472.587011314454,9,20.16363186703684,1,0,NL,TABLET,1,65671.04413577344,True,False,160.95844150924864,True,29.16363186703684
1324,31,4759.052083693058,4,12.194237928550658,4,0,DE,TABLET,1,57108.625004316695,False,False,153.51780915138897,True,16.194237928550656
1325,26,4792.394887045559,11,13.008724070631082,1,0,TR,DESKTOP,1,57508.738644546705,False,True,184.32288027098303,True,24.008724070631082
1326,57,3144.2889641041465,14,22.841275068738938,5,1,TR,TABLET,1,37731.467569249755,True,True,55.16296428252889,True,36.84127506873894
1327,19,3719.0437303076646,13,1.0,3,0,NL,TABLET,1,44628.524763691974,False,True,195.7391437004034,True,14.0
1328,62,1040.9177077043246,7,13.808237404631509,7,0,TR,TABLET,1,12491.012492451895,False,False,16.78899528555362,True,20.80823740463151
1329,42,5300.480008801938,9,16.08323473046827,2,0,DE,TABLET,1,63605.76010562326,True,False,126.20190497147472,True,25.08323473046827
1330,56,2501.609483048027,17,9.183648009891831,3,0,NL,TABLET,1,30019.313796576324,False,True,44.67159791157191,True,26.183648009891833
1331,26,2694.056453359084,14,20.381540197821813,1,1,FR,DESKTOP,1,32328.67744030901,True,True,103.61755589842632,True,34.38154019782181
1332,39,2673.7880584604245,6,14.759716420429434,2,0,DE,TABLET,1,32085.456701525094,False,False,68.55866816565191,True,20.759716420429434
1333,60,6700.601675355729,10,18.56648323032388,4,0,NL,DESKTOP,1,80407.22010426875,True,False,111.67669458926214,True,28.56648323032388
1334,63,2996.9439028565694,8,22.547431940933613,5,0,NL,TABLET,1,35963.326834278836,True,False,47.57053814058047,True,30.547431940933613
1335,21,5413.390410315585,14,21.15417608108261,3,0,NL,DESKTOP,0,64960.68492378702,True,True,257.78049572931354,True,35.15417608108261
1336,43,3964.011842675827,13,13.262596833983954,2,0,NL,DESKTOP,0,47568.14211210993,False,True,92.18632192269365,True,26.262596833983956
1337,46,2756.335429846781,6,9.313201966847682,4,0,DE,MOBILE,0,33076.02515816137,False,False,59.92033543145176,True,15.313201966847682
1338,62,2484.3999200804537,11,12.980581393152644,4,0,NL,TABLET,1,29812.799040965445,False,True,40.07096645291055,True,23.980581393152644
1339,51,3056.715868774012,9,15.783484513960794,4,0,NL,TABLET,1,36680.590425288145,True,False,59.93560527007867,True,24.783484513960794
1340,40,3888.3078898361887,11,6.108226060440334,4,0,NL,MOBILE,0,46659.69467803426,False,True,97.20769724590471,True,17.108226060440334
1341,54,4902.605659582261,5,22.93827690748859,2,1,FR,TABLET,1,58831.26791498713,True,False,90.7889936959678,True,27.93827690748859
1342,28,3293.512480764376,8,15.606701137004912,5,0,DE,MOBILE,1,39522.14976917251,True,False,117.62544574158485,True,23.60670113700491
1343,23,3237.3823873295205,8,13.831177130749406,4,1,FR,TABLET,1,38848.588647954246,False,False,140.75575597084872,True,21.831177130749406
1344,35,2678.267282646889,12,5.337830024518546,5,1,TR,MOBILE,1,32139.207391762666,False,True,76.52192236133968,True,17.337830024518546
1345,38,2208.936787809665,8,15.065544757296294,4,1,TR,MOBILE,0,26507.24145371598,True,False,58.12991546867539,True,23.065544757296294
1346,59,2083.4634703716065,6,15.479054008594666,0,0,TR,MOBILE,1,25001.561644459278,True,False,35.31294017578994,False,21.479054008594666
1347,53,5482.043376909402,13,10.805523580230483,2,0,NL,MOBILE,1,65784.52052291282,False,True,103.4347806964038,True,23.805523580230485
1348,58,3206.741373068692,15,16.488197964120054,4,0,TR,MOBILE,1,38480.8964768243,True,True,55.28864436325331,True,31.488197964120054
1349,55,3339.5861506663514,7,14.353534490053256,0,0,NL,DESKTOP,1,40075.03380799622,False,False,60.71974819393366,False,21.353534490053256
1350,51,3000.0811255287217,6,6.973904743161723,6,0,NL,MOBILE,1,36000.97350634466,False,False,58.82512010840631,True,12.973904743161723
1351,34,3524.7155651085645,15,18.41739574236736,6,0,NL,TABLET,1,42296.58678130277,True,True,103.66810485613425,True,33.41739574236736
1352,54,4556.611261485151,11,27.353705936658763,4,0,DE,TABLET,1,54679.33513782181,True,True,84.3816900275028,True,38.35370593665876
1353,42,3269.678768245567,9,23.95139861846289,2,0,DE,TABLET,1,39236.145218946804,True,False,77.84949448203731,True,32.95139861846289
1354,55,4271.109831145856,14,17.458335529555107,3,0,TR,DESKTOP,1,51253.31797375028,True,True,77.65654238447011,True,31.458335529555107
1355,29,6127.31273424646,23,16.38600916744947,4,1,TR,DESKTOP,1,73527.75281095752,True,True,211.28664600849862,True,39.38600916744947
1356,40,2770.5039757191907,14,7.463260533393525,5,1,TR,TABLET,0,33246.047708630285,False,True,69.26259939297977,True,21.463260533393523
1357,59,3340.7975950146865,6,16.258002542936296,2,0,DE,TABLET,1,40089.57114017624,True,False,56.62368805109638,True,22.258002542936296
1358,39,4961.590404117713,14,13.532124453550926,3,1,DE,TABLET,1,59539.08484941255,False,True,127.22026677224905,True,27.532124453550928
1359,38,6245.944250772889,12,2.303484760930811,2,0,DE,TABLET,1,74951.33100927467,False,True,164.36695396770762,True,14.303484760930811
1360,44,2136.5345831856985,9,13.116883929840853,2,1,DE,MOBILE,0,25638.41499822838,False,False,48.55760416331133,True,22.116883929840853
1361,48,1448.7939627282517,8,12.127129764853557,3,0,DE,MOBILE,0,17385.52755273902,False,False,30.18320755683858,True,20.127129764853557
1362,23,3999.0904736915622,7,7.274249577732555,2,1,TR,MOBILE,1,47989.08568429875,False,False,173.87349885615487,True,14.274249577732554
1363,44,3844.184654542293,15,14.492597643909566,1,0,TR,DESKTOP,1,46130.21585450752,False,True,87.3678330577794,True,29.492597643909566
1364,57,5050.253944249148,13,7.61077734278052,1,1,FR,DESKTOP,0,60603.04733098978,False,True,88.60094639033593,True,20.61077734278052
1365,51,4821.34051993152,7,17.02413608127488,5,1,FR,MOBILE,0,57856.08623917824,True,False,94.53608862610824,True,24.02413608127488
1366,29,3949.0551611885903,5,17.791250532529823,5,1,NL,DESKTOP,1,47388.66193426309,True,False,136.17431590305483,True,22.791250532529823
1367,62,5573.822280050186,10,4.68768184093334,1,0,FR,DESKTOP,1,66885.86736060223,False,False,89.90035935564816,True,14.68768184093334
1368,24,2978.47351772101,14,12.940331603671623,6,1,TR,MOBILE,0,35741.68221265212,False,True,124.10306323837541,True,26.940331603671623
1369,27,4317.371188115132,7,12.657692789959947,1,0,FR,MOBILE,1,51808.454257381585,False,False,159.90263659685675,True,19.657692789959945
1370,62,2176.439156778521,14,13.81989369184775,2,1,FR,MOBILE,1,26117.269881342254,False,True,35.1038573673955,True,27.81989369184775
1371,34,3936.807585737023,12,2.7280423360086914,0,0,DE,MOBILE,1,47241.691028844274,False,True,115.7884584040301,False,14.728042336008691
1372,43,1808.3025421899529,11,16.92913421059595,4,0,TR,MOBILE,1,21699.630506279434,True,True,42.053547492789605,True,27.92913421059595
1373,38,2326.2346795355497,7,22.594077571435317,1,0,FR,TABLET,0,27914.816154426597,True,False,61.21670209304078,True,29.594077571435317
1374,45,6564.17775623488,10,22.58201812624549,2,0,FR,MOBILE,1,78770.13307481856,True,False,145.87061680521956,True,32.58201812624549
1375,63,1263.1936482166443,10,19.54823704354931,7,0,FR,MOBILE,1,15158.323778599732,True,False,20.050692828835626,True,29.54823704354931
1376,19,3675.02245687786,7,4.931953724580975,3,1,NL,MOBILE,0,44100.26948253432,False,False,193.42223457251893,True,11.931953724580975
1377,60,5240.822684087002,9,11.85397733798914,3,0,DE,MOBILE,1,62889.87220904403,False,False,87.34704473478337,True,20.85397733798914
1378,18,7332.0333725341425,12,17.51788964058781,1,0,NL,MOBILE,1,87984.40047040972,True,True,407.3351873630079,True,29.51788964058781
1379,53,4265.612562649072,16,17.30392699324246,7,0,TR,MOBILE,1,51187.350751788865,True,True,80.4832558990391,True,33.303926993242456
1380,43,4351.330189094038,9,20.806366974040635,7,0,TR,MOBILE,1,52215.96226912846,True,False,101.19372532776833,True,29.806366974040635
1381,46,4059.528072621624,11,13.687603923573562,2,0,DE,TABLET,0,48714.33687145948,False,True,88.25061027438312,True,24.687603923573562
1382,38,5585.851607026243,16,8.899780496536621,5,1,DE,MOBILE,1,67030.21928431492,False,True,146.99609492174324,True,24.89978049653662
1383,28,4647.555347856848,7,17.651633978157648,4,0,NL,MOBILE,0,55770.66417428218,True,False,165.984119566316,True,24.651633978157648
1384,57,3137.3683198106723,7,12.617676146940664,7,0,DE,MOBILE,0,37648.41983772807,False,False,55.041549470362675,True,19.617676146940664
1385,28,5673.2675371430905,4,21.973647198045786,3,0,FR,TABLET,1,68079.2104457171,True,False,202.61669775511038,True,25.973647198045786
1386,53,3306.7139262282594,11,18.360876360470776,10,0,TR,DESKTOP,1,39680.56711473911,True,True,62.390828796759614,True,29.360876360470776
1387,56,1602.2558198740012,8,13.15351955177405,2,0,FR,MOBILE,1,19227.069838488016,False,False,28.611711069178593,True,21.15351955177405
1388,57,1607.0131878466327,7,15.841839436729122,5,0,NL,TABLET,1,19284.158254159593,True,False,28.19321382187075,True,22.841839436729124
1389,52,3698.397780362976,8,20.58115740083845,4,0,DE,TABLET,1,44380.773364355715,True,False,71.12303423774954,True,28.58115740083845
1390,51,4154.562348657083,9,17.6512624163955,3,1,NL,TABLET,1,49854.74818388499,True,False,81.4620068364134,True,26.6512624163955
1391,64,5433.4439095731095,16,15.690599810551156,2,0,NL,DESKTOP,0,65201.32691487731,True,True,84.89756108707984,True,31.690599810551156
1392,41,4961.224617671653,13,16.259887447766992,2,0,NL,TABLET,1,59534.69541205983,True,True,121.00547847979641,True,29.259887447766992
1393,39,4119.776417809516,17,13.475196435384095,3,0,DE,TABLET,1,49437.317013714186,False,True,105.63529276434656,True,30.475196435384095
1394,22,5517.265737148528,12,17.061841346453246,3,1,TR,TABLET,1,66207.18884578234,True,True,250.78480623402402,True,29.061841346453246
1395,50,4019.1068599464265,16,15.11320873183208,3,0,NL,MOBILE,1,48229.28231935712,True,True,80.38213719892853,True,31.11320873183208
1396,53,2064.270950830078,10,9.8151819633123,6,1,FR,MOBILE,1,24771.25140996094,False,False,38.94850850622789,True,19.8151819633123
1397,64,1737.3215170336643,3,17.139094265359645,3,0,TR,TABLET,1,20847.858204403972,True,False,27.145648703651005,True,20.139094265359645
1398,37,5918.031561408487,9,17.75578356570896,1,0,FR,MOBILE,1,71016.37873690184,True,False,159.94679895698613,True,26.75578356570896
1399,36,1000.0,9,20.03513625575031,3,0,FR,MOBILE,1,12000.0,True,False,27.77777777777778,True,29.03513625575031
1400,52,3698.889016436247,10,7.077113478814111,3,1,FR,MOBILE,1,44386.66819723496,False,False,71.13248108531243,True,17.077113478814113
1401,60,8472.690240632535,10,16.337709932144612,1,0,NL,DESKTOP,1,101672.28288759042,True,False,141.21150401054226,True,26.337709932144612
1402,34,4688.850166465749,13,13.060649441959647,2,0,NL,TABLET,1,56266.201997588985,False,True,137.9073578372279,True,26.060649441959647
1403,62,3687.1857692817,10,17.859476531134163,4,0,FR,DESKTOP,1,44246.2292313804,True,False,59.470738214220965,True,27.859476531134163
1404,60,1473.307650020231,8,8.837610381555372,0,0,NL,TABLET,1,17679.69180024277,False,False,24.555127500337182,False,16.837610381555372
1405,51,6426.055852199824,7,21.480169001820364,5,0,NL,MOBILE,1,77112.67022639788,True,False,126.00109514117301,True,28.480169001820364
1406,26,5820.741806041686,8,9.63127735372668,1,0,FR,TABLET,0,69848.90167250023,False,False,223.87468484775715,True,17.63127735372668
1407,43,5027.195368507595,3,12.474423796432118,0,0,FR,MOBILE,1,60326.34442209114,False,False,116.91152019785105,False,15.474423796432118
1408,19,3999.1604005347785,3,28.560862904513662,3,1,FR,TABLET,1,47989.924806417344,True,False,210.4821263439357,True,31.560862904513662
1409,26,4858.018370412065,6,15.4656003191399,2,0,FR,TABLET,0,58296.22044494479,True,False,186.84686040046407,True,21.465600319139902
1410,26,3777.0684120942215,6,20.45392191081158,3,0,TR,TABLET,1,45324.82094513066,True,False,145.2718620036239,True,26.45392191081158
1411,57,2540.1086342735025,13,16.239006446794058,4,0,FR,TABLET,1,30481.30361128203,True,True,44.56330937321934,True,29.239006446794058
1412,34,5434.50239725722,6,21.34210155963315,3,0,NL,MOBILE,0,65214.02876708664,True,False,159.83830580168294,True,27.34210155963315
1413,18,3924.0120151266847,6,19.02185599347257,1,0,DE,DESKTOP,1,47088.14418152021,True,False,218.00066750703803,True,25.02185599347257
1414,42,4782.9159469881815,13,11.007812498557897,3,0,NL,DESKTOP,1,57394.99136385818,False,True,113.87895111876622,True,24.007812498557897
1415,60,3818.315139160351,15,6.113490370163779,5,0,DE,TABLET,0,45819.78166992421,False,True,63.63858565267252,True,21.11349037016378
1416,57,4692.729073070266,7,8.618321810759138,5,0,TR,MOBILE,1,56312.748876843194,False,False,82.32858022930291,True,15.618321810759138
1417,59,3978.2609040133752,9,12.474286174157484,3,0,DE,DESKTOP,1,47739.1308481605,False,False,67.42815091548094,True,21.474286174157484
1418,42,3861.175221865688,6,17.8237765567537,2,0,FR,TABLET,1,46334.10266238826,True,False,91.93274337775448,True,23.8237765567537
1419,56,4044.984393216281,11,20.00733735878563,2,0,NL,DESKTOP,1,48539.81271859538,True,True,72.23186416457645,True,31.00733735878563
1420,52,8441.30453569457,11,14.765956454809556,3,0,TR,MOBILE,1,101295.65442833483,False,True,162.33277953258786,True,25.765956454809555
1421,20,5203.610478972905,17,15.829790976930326,4,0,DE,MOBILE,1,62443.32574767486,True,True,260.18052394864526,True,32.829790976930326
1422,54,7879.086875349283,9,3.4247973555073834,1,0,TR,DESKTOP,0,94549.0425041914,False,False,145.9090162101719,True,12.424797355507383
1423,61,3987.8463789877255,4,13.5801892413476,6,0,NL,DESKTOP,1,47854.156547852705,False,False,65.37453080307746,True,17.5801892413476
1424,61,3536.413045953219,15,14.529730698870305,4,0,DE,TABLET,1,42436.95655143863,False,True,57.97398435988883,True,29.529730698870303
1425,47,2388.7044124367862,7,17.24427791709238,1,1,DE,TABLET,1,28664.452949241437,True,False,50.8234981369529,True,24.24427791709238
1426,55,6404.84679493384,10,13.369780968790218,2,0,NL,MOBILE,0,76858.16153920608,False,False,116.451759907888,True,23.369780968790216
1427,51,2642.2226392763414,8,12.495844409453598,6,0,FR,DESKTOP,1,31706.671671316097,False,False,51.80828704463414,True,20.495844409453596
1428,29,6714.341136080035,6,24.441499654237752,2,0,FR,MOBILE,1,80572.09363296042,True,False,231.529004692415,True,30.441499654237752
1429,36,2475.717503844553,6,8.108234711670367,2,0,DE,MOBILE,1,29708.610046134636,False,False,68.7699306623487,True,14.108234711670367
1430,54,5329.98980294864,10,21.832535655090023,4,1,DE,TABLET,1,63959.87763538369,True,False,98.70351486941927,True,31.832535655090023
1431,61,1613.4887747895314,8,18.117778760097075,6,1,DE,DESKTOP,0,19361.865297474375,True,False,26.4506356522874,True,26.117778760097075
1432,34,3337.066447614004,12,14.36950564331127,2,0,NL,TABLET,1,40044.79737136805,False,True,98.14901316511776,True,26.36950564331127
1433,27,4033.1222941694864,17,26.012196068274225,2,0,DE,TABLET,1,48397.467530033835,True,True,149.37489978405506,True,43.01219606827422
1434,64,3103.7634764447694,15,14.677646941690575,3,0,NL,TABLET,1,37245.161717337236,False,True,48.49630431944952,True,29.677646941690575
1435,29,3746.01009724906,11,10.715462272349328,5,0,FR,TABLET,1,44952.12116698872,False,True,129.17276197410553,True,21.715462272349328
1436,33,3753.182341631708,6,16.070160910302956,2,0,DE,DESKTOP,1,45038.1880995805,True,False,113.73279823126387,True,22.070160910302956
1437,41,5210.400325045096,7,19.378742611849727,6,0,NL,MOBILE,1,62524.803900541156,True,False,127.08293475719746,True,26.378742611849727
1438,36,1000.0,7,17.763184698372882,1,0,DE,DESKTOP,1,12000.0,True,False,27.77777777777778,True,24.763184698372882
1439,25,3155.620407957904,11,12.298932282310444,2,1,DE,DESKTOP,1,37867.444895494846,False,True,126.22481631831616,True,23.298932282310446
1440,48,5881.954521656435,11,18.325649179405104,4,0,DE,MOBILE,0,70583.45425987721,True,True,122.54071920117572,True,29.325649179405104
1441,38,4843.719884974892,13,6.409835307849868,4,0,TR,DESKTOP,1,58124.6386196987,False,True,127.46631276249715,True,19.409835307849868
1442,34,5906.92939319052,10,21.80619188875578,6,0,NL,DESKTOP,1,70883.15271828625,True,False,173.73321744678,True,31.80619188875578
1443,40,5138.184032159027,9,19.00055194477781,7,0,TR,TABLET,1,61658.20838590832,True,False,128.45460080397567,True,28.00055194477781
1444,54,2374.727339485284,8,4.154376052913465,3,0,DE,MOBILE,1,28496.72807382341,False,False,43.97643221269045,True,12.154376052913465
1445,33,4991.345756679365,7,11.341576022043562,3,0,NL,MOBILE,0,59896.149080152376,False,False,151.2529017175565,True,18.34157602204356
1446,23,4150.289200139144,13,21.23141221651672,1,0,TR,MOBILE,1,49803.47040166972,True,True,180.44735652778886,True,34.231412216516716
1447,25,7402.091997689487,14,13.848927050830026,2,1,FR,MOBILE,1,88825.10397227384,False,True,296.08367990757944,True,27.848927050830028
1448,42,5203.246873741615,8,14.822777115356686,4,0,DE,TABLET,1,62438.96248489938,False,False,123.8868303271813,True,22.822777115356686
1449,35,4785.051111516401,12,22.030107307097737,2,0,DE,DESKTOP,1,57420.61333819681,True,True,136.71574604332574,True,34.03010730709774
1450,42,5004.136395011967,12,12.03451284140641,2,0,DE,MOBILE,1,60049.6367401436,False,True,119.14610464314207,True,24.03451284140641
1451,29,4703.268312499936,5,4.27637458641815,8,0,TR,DESKTOP,0,56439.21974999923,False,False,162.18166594827363,True,9.27637458641815
1452,32,4662.70169161911,4,21.91111903730288,3,1,FR,DESKTOP,0,55952.420299429315,True,False,145.70942786309718,True,25.91111903730288
1453,43,3600.559945904622,15,12.814253687500813,2,0,NL,DESKTOP,1,43206.71935085546,False,True,83.73395223034005,True,27.814253687500813
1454,58,4803.20933053,10,14.867491882401255,5,0,FR,DESKTOP,1,57638.511966360005,False,False,82.81395397465518,True,24.867491882401254
1455,62,5422.700020409044,10,14.027278202258136,3,0,DE,TABLET,1,65072.400244908524,False,False,87.46290355498458,True,24.027278202258138
1456,43,5590.492103548128,14,12.574703550525175,1,1,FR,MOBILE,1,67085.90524257754,False,True,130.01144426856112,True,26.574703550525175
1457,64,5408.67522940527,10,10.684311516151888,0,0,NL,MOBILE,1,64904.10275286324,False,False,84.51055045945735,False,20.684311516151887
1458,49,6262.095469228108,6,14.100034051354994,1,1,FR,DESKTOP,0,75145.1456307373,False,False,127.797866718941,True,20.100034051354996
1459,27,5684.338184955887,9,10.219509060514996,9,1,DE,TABLET,0,68212.05821947065,False,False,210.5310438872551,True,19.219509060514994
1460,33,4942.776871151155,10,21.855055293048665,4,0,NL,DESKTOP,0,59313.32245381386,True,False,149.78111730761077,True,31.855055293048665
1461,24,2284.508800504447,10,21.078819336671387,5,1,FR,MOBILE,1,27414.105606053367,True,False,95.1878666876853,True,31.078819336671387
1462,34,2285.097515756373,11,17.766047680148287,1,1,DE,MOBILE,0,27421.170189076474,True,True,67.20875046342273,True,28.766047680148287
1463,40,3627.7983951079736,13,17.60564314385427,1,0,TR,TABLET,1,43533.580741295686,True,True,90.69495987769935,True,30.60564314385427
1464,43,4070.130529071578,7,6.502699908458094,4,0,DE,MOBILE,1,48841.566348858934,False,False,94.65419835050182,True,13.502699908458094
1465,38,6097.0022968048925,4,20.655229577083663,4,0,TR,MOBILE,1,73164.0275616587,True,False,160.44742886328663,True,24.655229577083663
1466,39,1000.0,6,12.754269655744045,0,1,DE,DESKTOP,0,12000.0,False,False,25.641025641025642,False,18.754269655744046
1467,24,2450.1906058853565,4,21.75121835646716,3,1,FR,MOBILE,0,29402.287270624278,True,False,102.09127524522319,True,25.75121835646716
1468,31,3708.668628302745,10,23.487065622041563,1,1,NL,MOBILE,0,44504.023539632944,True,False,119.63447188073371,True,33.48706562204156
1469,32,2504.713557050967,7,13.791594614797264,2,0,DE,MOBILE,0,30056.562684611607,False,False,78.27229865784273,True,20.791594614797262
1470,24,2802.838992444604,11,3.787205941075072,1,1,FR,TABLET,0,33634.06790933525,False,True,116.78495801852517,True,14.787205941075072
1471,26,3251.256856171846,14,16.156806706005703,4,0,DE,DESKTOP,1,39015.08227406215,True,True,125.04834062199407,True,30.156806706005703
1472,25,2581.261203888597,14,9.214344180764762,4,1,FR,MOBILE,1,30975.134446663164,False,True,103.25044815554388,True,23.214344180764762
1473,40,2841.363508876785,8,12.002358336303978,6,0,NL,MOBILE,1,34096.362106521425,False,False,71.03408772191963,True,20.002358336303978
1474,46,6044.848845541678,9,13.945256984257965,0,0,DE,TABLET,0,72538.18614650014,False,False,131.4097575117756,False,22.945256984257966
1475,35,4921.4775102429685,5,19.73779010791856,5,1,NL,TABLET,0,59057.73012291562,True,False,140.6136431497991,True,24.73779010791856
1476,48,5145.915017113006,6,17.249199832787802,2,1,TR,TABLET,0,61750.98020535607,True,False,107.20656285652096,True,23.249199832787802
1477,47,3948.815863813067,9,22.695208008793223,3,1,DE,TABLET,1,47385.79036575681,True,False,84.01735880453334,True,31.695208008793223
1478,56,5516.657819007642,13,11.028437411898338,3,0,NL,TABLET,1,66199.8938280917,False,True,98.5117467679936,True,24.028437411898338
1479,52,5271.697476959176,11,20.634868155578182,2,0,NL,TABLET,1,63260.36972351011,True,True,101.37879763383032,True,31.634868155578182
1480,35,4897.806871660541,12,18.874553261527,4,0,TR,MOBILE,1,58773.682459926495,True,True,139.93733919030117,True,30.874553261527
1481,59,3018.7539172868337,16,18.36733829438227,2,0,TR,DESKTOP,1,36225.047007442,True,True,51.16532063198023,True,34.36733829438227
1482,56,3336.9442774151867,13,20.557908568894973,2,1,DE,DESKTOP,1,40043.33132898224,True,True,59.58829066812833,True,33.55790856889497
1483,34,5587.195148098554,6,19.145576287715937,1,0,NL,TABLET,1,67046.34177718265,True,False,164.32926906172216,True,25.145576287715937
1484,31,3224.8993878235674,14,6.915290161609601,4,0,DE,DESKTOP,0,38698.79265388281,False,True,104.02901251043765,True,20.9152901616096
1485,48,2067.2137956033166,10,12.112191584464732,5,0,FR,TABLET,0,24806.5655472398,False,False,43.0669540750691,True,22.112191584464732
1486,41,3195.9728878540327,15,19.873359601037222,1,1,DE,DESKTOP,1,38351.67465424839,True,True,77.95055824034226,True,34.87335960103722
1487,52,6339.108523328679,12,17.418662413549686,3,0,FR,DESKTOP,1,76069.30227994415,True,True,121.90593314093614,True,29.418662413549686
1488,61,3197.445003412605,15,20.196793759726024,3,1,TR,MOBILE,1,38369.340040951254,True,True,52.417131203485326,True,35.19679375972602
1489,62,4491.482187980038,12,16.02069575001994,4,0,NL,MOBILE,1,53897.78625576046,True,True,72.44326109645223,True,28.02069575001994
1490,51,3076.468111942828,8,12.345045317422306,2,0,FR,MOBILE,1,36917.617343313934,False,False,60.322904155741725,True,20.345045317422304
1491,20,5145.138331728049,10,10.8970799996988,5,1,FR,TABLET,0,61741.659980736586,False,False,257.25691658640244,True,20.8970799996988
1492,54,4805.198786054534,7,6.767950383277757,5,0,FR,MOBILE,1,57662.38543265441,False,False,88.9851627047136,True,13.767950383277757
1493,60,1763.2228882519562,14,17.636986687590316,3,1,FR,DESKTOP,1,21158.674659023476,True,True,29.387048137532602,True,31.636986687590316
1494,57,4402.04798062897,8,7.766992109623148,2,0,TR,MOBILE,1,52824.57576754765,False,False,77.22891194085913,True,15.766992109623148
1495,43,1476.1196690521488,12,15.002957051125478,3,0,FR,MOBILE,1,17713.436028625787,False,True,34.3283643965616,True,27.002957051125478
1496,40,3168.898303856636,9,14.425339139277533,3,1,FR,TABLET,1,38026.77964627963,False,False,79.22245759641591,True,23.425339139277533
1497,61,3982.849125051434,11,20.57214020500356,2,0,NL,MOBILE,1,47794.189500617205,True,True,65.29260860740055,True,31.57214020500356
1498,56,6770.298873193745,10,26.46764614479256,2,0,DE,TABLET,1,81243.58647832494,True,False,120.89819416417401,True,36.46764614479256
1499,32,4476.868697648765,13,13.062023835815893,5,0,NL,DESKTOP,1,53722.42437178518,False,True,139.9021468015239,True,26.062023835815893
1500,21,2849.370869105436,9,17.624877443703117,3,0,TR,MOBILE,0,34192.450429265235,True,False,135.68432710025886,True,26.624877443703117
1501,46,3524.1848462251,11,14.99091774303256,3,0,TR,DESKTOP,1,42290.2181547012,False,True,76.61271404837174,True,25.99091774303256
1502,39,5386.295161663756,8,10.521972756488529,1,0,NL,MOBILE,1,64635.54193996507,False,False,138.1101323503527,True,18.52197275648853
1503,42,2869.724737390049,8,20.90834442721164,3,0,NL,MOBILE,1,34436.696848680585,True,False,68.32677946166784,True,28.90834442721164
1504,30,5645.467747002236,7,16.999451995494262,4,1,FR,MOBILE,1,67745.61296402683,True,False,188.18225823340788,True,23.999451995494262
1505,35,3215.4230829289068,9,17.94664602920417,4,0,NL,TABLET,0,38585.07699514688,True,False,91.8692309408259,True,26.94664602920417
1506,50,2627.0212667318237,6,19.48766414536523,2,0,NL,DESKTOP,1,31524.255200781885,True,False,52.540425334636474,True,25.48766414536523
1507,33,3263.495558645844,15,19.523801078903123,4,0,DE,TABLET,1,39161.94670375013,True,True,98.89380480744983,True,34.52380107890312
1508,62,1575.573393867896,8,14.176559846611587,4,0,DE,TABLET,1,18906.88072641475,False,False,25.412474094643482,True,22.17655984661159
1509,59,1000.0,10,20.252436345045776,5,0,DE,MOBILE,0,12000.0,True,False,16.949152542372882,True,30.252436345045776
1510,61,3876.196916018712,3,14.187749542786602,4,0,DE,DESKTOP,0,46514.362992224545,False,False,63.54421173801167,True,17.1877495427866
1511,19,3899.05318248466,14,8.9788675577691,4,0,TR,DESKTOP,1,46788.638189815916,False,True,205.21332539392947,True,22.9788675577691
1512,52,4384.692676805,20,17.492074437643275,3,1,NL,DESKTOP,1,52616.31212166,True,True,84.32101301548076,True,37.492074437643275
1513,59,3868.788722911641,10,21.776942051812533,4,0,FR,TABLET,1,46425.46467493969,True,False,65.57269021884137,True,31.776942051812533
1514,51,7493.879686158734,14,11.657522237232133,2,0,NL,MOBILE,1,89926.55623390482,False,True,146.93881737566144,True,25.657522237232133
1515,47,4252.614014909046,12,7.094373721215649,3,0,DE,MOBILE,1,51031.36817890855,False,True,90.48114925338396,True,19.09437372121565
1516,30,1935.3057158250929,3,15.63201055168462,2,0,TR,MOBILE,0,23223.668589901114,True,False,64.5101905275031,True,18.632010551684623
1517,30,2320.1277164461253,8,9.765766623044948,1,0,TR,DESKTOP,1,27841.532597353504,False,False,77.33759054820418,True,17.765766623044946
1518,35,4000.457004023093,10,12.1606135706707,3,0,TR,MOBILE,1,48005.48404827711,False,False,114.29877154351693,True,22.160613570670698
1519,49,3346.860073662294,13,15.472473526348026,1,1,NL,MOBILE,1,40162.32088394753,True,True,68.30326680943458,True,28.472473526348026
1520,49,2157.280154254804,12,1.0,2,0,NL,MOBILE,1,25887.36185105765,False,True,44.02612559703682,True,13.0
1521,52,3911.727876050705,15,12.714735669123296,3,0,DE,MOBILE,1,46940.73451260846,False,True,75.22553607789817,True,27.714735669123296
1522,56,3933.663655926487,15,13.081295451663951,4,0,TR,DESKTOP,0,47203.96387111784,False,True,70.24399385583013,True,28.08129545166395
